ticker,company_name,sector,year,about_url,snapshot_timestamp,snapshot_url,target_timestamp,status,missing_reason,statuscode,page_text_clean,text_length,text_extraction_status
AAPL,Apple,Technology,2020,https://investor.apple.com/our_values/default.aspx,20240721115837.0,http://web.archive.org/web/20240721115837/https://investor.apple.com/our_values/default.aspx,20200701,found,,200.0,Our Values - Apple,18,failed_or_too_short
AAPL,Apple,Technology,2021,https://investor.apple.com/our_values/default.aspx,20240721115837.0,http://web.archive.org/web/20240721115837/https://investor.apple.com/our_values/default.aspx,20210701,found,,200.0,Our Values - Apple,18,failed_or_too_short
AAPL,Apple,Technology,2022,https://investor.apple.com/our_values/default.aspx,20240721115837.0,http://web.archive.org/web/20240721115837/https://investor.apple.com/our_values/default.aspx,20220701,found,,200.0,Our Values - Apple,18,failed_or_too_short
AAPL,Apple,Technology,2023,https://investor.apple.com/our_values/default.aspx,,,20230701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
AAPL,Apple,Technology,2024,https://investor.apple.com/our_values/default.aspx,,,20240701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
NVDA,NVIDIA,Technology,2016,https://www.nvidia.com/en-us/about-nvidia/,20161129032458.0,http://web.archive.org/web/20161129032458/https://www2.nvidia.com/en-us/about-nvidia/,20160701,found,,200.0,"Brand Config Page Only to be Used to Config Brand related (Shield , Geforce ETC) Items like Brand-Navigation , Brand-Footer ETC.",128,success
NVDA,NVIDIA,Technology,2017,https://www.nvidia.com/en-us/about-nvidia/,20161129032458.0,http://web.archive.org/web/20161129032458/https://www2.nvidia.com/en-us/about-nvidia/,20170701,found,,200.0,"Brand Config Page Only to be Used to Config Brand related (Shield , Geforce ETC) Items like Brand-Navigation , Brand-Footer ETC.",128,success
NVDA,NVIDIA,Technology,2018,https://www.nvidia.com/en-us/about-nvidia/,20180809002337.0,http://web.archive.org/web/20180809002337/https://www.nvidia.com/en-us/about-nvidia/,20180701,found,,200.0,"About NVIDIA Corporation | NVIDIA NVIDIA'S Invention of the GPU In 1999 sparked the growth of the PC gaming market, redefined modern computer graphics, and revolutionized parallel computing. More recently, GPU deep learning ignited modern AI — the next era of computing — with the GPU acting as the brain of computers, robots, and self-driving cars that can perceive and understand the world. WHO WE ARE Download NVIDIA Brochure (PDF) HISTORY EXECUTIVE BIOS CAREERS UNIVERSITY RELATIONS LOCATIONS AWARDS NVIDIA RESEARCH Explore the frontiers of parallel, visual, and AI computing. Learn More NVIDIA PARTNER NETWORK (NPN) Leverage NVIDIA's world-class brands and technology platforms. Learn More POLICIES Read the policies that help guide how we conduct business. Learn More READY TO LEARN MORE? Get answers to all your support, sales, and partner questions. CONTACT US Corporate Social Responsibility 2018 Sustainability Report Global Impact Award Social Impact of the GPU NVIDIA Foundation Product Recycling Communities NVIDIA Partner Network NVIDIA Blog Resources Contact Us Privacy Center Company Policies GPU Ventures GTC On-Demand Find Us Online USA - United States Legal Info Contact Us Copyright © 2018 NVIDIA Corporation",1228,success
NVDA,NVIDIA,Technology,2019,https://www.nvidia.com/en-us/about-nvidia/,,,20190701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
NVDA,NVIDIA,Technology,2020,https://www.nvidia.com/en-us/about-nvidia/,20200626063746.0,http://web.archive.org/web/20200626063746/https://www.nvidia.com/en-us/about-nvidia/,20200701,found,,200.0,"About NVIDIA Corporation | NVIDIA NVIDIA'S Invention of the GPU In 1999 sparked the growth of the PC gaming market, redefined modern computer graphics, and revolutionized parallel computing. More recently, GPU deep learning ignited modern AI — the next era of computing — with the GPU acting as the brain of computers, robots, and self-driving cars that can perceive and understand the world. WHO WE ARE Download NVIDIA Brochure (PDF) HISTORY EXECUTIVE BIOS CAREERS UNIVERSITY RECRUITING LOCATIONS AWARDS NVIDIA RESEARCH Explore the frontiers of parallel, visual, and AI computing. Learn More NVIDIA PARTNER NETWORK (NPN) Leverage NVIDIA's world-class brands and technology platforms. Learn More POLICIES Read the policies that help guide how we conduct business. Learn More READY TO LEARN MORE? Get answers to all your support, sales, and partner questions. CONTACT US Corporate Social Responsibility Current Report Social Impact of the GPU NVIDIA Foundation Product Recycling Report Archive Communities NVIDIA Partner Network GeForce Forums Developer Forums CUDA Zone Resources Contact Us Privacy Center Company Policies GPU Ventures GTC On-Demand NVIDIA Blog Find Us Online USA - United States Legal Info Contact Us Copyright © 2020 NVIDIA Corporation NVIDIA websites use cookies to deliver and improve the website experience. See our cookie policy for further details on how we use cookies and how to change your cookie settings.",1433,success
NVDA,NVIDIA,Technology,2021,https://www.nvidia.com/en-us/about-nvidia/,,,20210701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
NVDA,NVIDIA,Technology,2022,https://www.nvidia.com/en-us/about-nvidia/,20220627150725.0,http://web.archive.org/web/20220627150725/https://www.nvidia.com/en-us/about-nvidia/,20220701,found,,200.0,"About Us: Company Leadership, History, Jobs, News | NVIDIA Taking on the world's greatest challenges Taking on the world's greatest challenges Read our Story See our body of work Read our story See our body of work NVIDIA pioneered accelerated computing to tackle challenges no one else can solve. We engineer technology for the da Vincis and Einsteins of our time. Our work in AI is transforming 100 trillion dollars of industries—from gaming to healthcare to transportation—and profoundly impacting society. Watch Our Story Unfold NVIDIA Leaders Company History Open Positions NVIDIA in the News Corporate Social Responsibility Investors 30 Years of Fun and Games. And Some Serious Innovation. READY TO LEARN MORE? Get answers to all your support, sales, and partner questions. CONTACT US Corporate Information About NVIDIA Corporate Overview Technologies NVIDIA Research Investors Social Responsibility NVIDIA Foundation Get Involved Forums Careers Developer Home Join the Developer Program NVIDIA Partner Network NVIDIA Inception Resources for Venture Capitalists Technical Training Training for IT Professionals Professional Services for Data Science News & Events Newsroom NVIDIA Blog Webinars Stay Informed Events Calendar GTC On-Demand Find Us Online USA - United States Manage My Privacy Legal Accessibility Product Security Contact Copyright © 2022 NVIDIA Corporation NVIDIA websites use cookies to deliver and improve the website experience. See our cookie policy for further details on how we use cookies and how to change your cookie settings.",1556,success
NVDA,NVIDIA,Technology,2023,https://www.nvidia.com/en-us/about-nvidia/,20230627231136.0,http://web.archive.org/web/20230627231136/https://www.nvidia.com/en-us/about-nvidia/,20230701,found,,200.0,"About Us: Company Leadership, History, Jobs, News | NVIDIA Nvidia - NVIDIA Corp Brochure Our Body of Work NVIDIA pioneered accelerated computing to tackle challenges no one else can solve. Our work in AI and the metaverse is transforming the world's largest industries and profoundly impacting society. Explore Reinventing Modern Graphics NVIDIA RTX™ taps into AI and ray tracing to deliver a whole new level of realism in graphics. Powering the Metaverse The metaverse—the 3D internet—promises a world where virtual collaboration is effortless and industrial giants can experience the efficiencies of digital twins. NVIDIA Omniverse™ is a tool to build and operate metaverse applications. Virtual collaboration BMW Amazon Robotics PepsiCo/Kinetic Vision Ericsson Siemens AI Avatars We’re even creating a digital twin of our planet—called Earth-2—to help predict climate change decades in advance. Turbocharging Science From astrophysics and genomics to climate science and new energy exploration, researchers across disciplines are using NVIDIA technology to solve the next grand challenge. Your browser does not support the video tag. Stanford sets world record for DNA sequencing of human genome. Your browser does not support the video tag. Physicists proved Einstein’s theory and won the Nobel prize. The Engine of AI We engineer the most advanced chips, systems, and software for the AI factories of the future. The Engine of AI We engineer the most advanced chips, systems, and software for the AI factories of the future. Democratizing the Miracles of AI We’re delivering AI breakthroughs in a variety of applications to the world’s largest enterprises. Today, more than 35,000 companies are building on the NVIDIA AI platform. Large Language Models Recommender Systems Cybersecurity Logistics Optimization Planning Medical Imaging Speech AI Video Conferencing Customer Service Video Analytics Everything That Moves Will Be an Autonomous Machine NVIDIA-powered robots are everywhere, from manufacturing and agriculture to security and home-based healthcare. NVIDIA Isaac is our platform for accelerating and enhancing robotics. Robotic Systems Lab, ETH Zurich & Swiss-Mile; Festo; Obelix Driving the Future of Autonomous Vehicles The NVIDIA DRIVE® platform covers everything from the car to the data center—including life like simulated environments where vehicles can learn, adapt, and evolve. Automakers from Mercedes Benz and Jaguar Land Rover, to Lucid Air and NIO, to Amazon’s Zoox and GM’s Cruise, tap into the power of DRIVE. Your browser does not support the video tag. Like No Place You’ve Ever Worked NVIDIA is a learning machine. The mission is boss. Everyone has a voice. And we’ve built a culture where people can do their life's work. “Nothing makes me prouder than the incredible people who have made NVIDIA the company it is today. Together, we continue to drive advances in AI, HPC, gaming, creative design, autonomous vehicles, and robotics.” Jensen Huang Read Our Story “Nothing makes me prouder than the incredible people who have made NVIDIA the company it is today. Together, we continue to drive advances in AI, HPC, gaming, creative design, autonomous vehicles, and robotics.” Jensen Huang Read Our Story Our History A timeline of innovation Full Timeline 30 Years of Fun and Games. And Some Serious Innovation. Keep Updated on Our Most Impactful Breakthroughs Sign Up close",3406,success
NVDA,NVIDIA,Technology,2024,https://www.nvidia.com/en-us/about-nvidia/,20240701211926.0,http://web.archive.org/web/20240701211926/https://www.nvidia.com/en-us/about-nvidia/,20240701,found,,200.0,"About Us: Company Leadership, History, Jobs, News | NVIDIA Nvidia - NVIDIA Corp Brochure Our Body of Work NVIDIA pioneered accelerated computing to tackle challenges no one else can solve. Our work in AI and digital twins is transforming the world's largest industries and profoundly impacting society. Explore The iPhone Moment for AI Accelerated computing and AI have fully arrived. The acceleration of deep learning ignited the Big Bang of AI. Now, generative AI is a new computing platform, like the PC, internet, and mobile-cloud. Credit: Runway AI, Adobe, Tabnine, WPP NVIDIA is the Engine of AI NVIDIA engineers the most advanced chips, systems, and software for the AI factories of the future. We build new AI services that help companies create their own AI factories. Reinventing Modern Graphics NVIDIA RTX™ taps into AI and ray tracing to deliver a whole new level of realism in graphics. This year, we introduced the next breakthrough in AI-powered graphics: DLSS 3. Connecting Our Physical and Digital Worlds Omniverse, our platform for industrial digitalization, enables industries grounded in physical processes to become software-defined and connect large, highly skilled teams. Driving Automotive Growth Generative AI and digitalization are reshaping the $3 trillion automotive industry, from design and engineering to manufacturing, autonomous driving, and customer experience. NVIDIA is at the epicenter of this industrial transformation. Credit: WPP, McLaren; Koenigsegg; BMW; Rimac Supercharging Healthcare With NVIDIA, healthcare institutions can harness the power of AI and high-performance computing to define the future of medicine. Accelerated Computing Is Sustainable Computing Data centers are already about 1-2% of global electricity consumption and growing. This is not sustainable for operating budgets and our planet. Acceleration is the best way to reclaim power and achieve sustainability and net zero. Like No Place You’ve Ever Worked “NVIDIA is reshaping the future of computing. We’ve built a culture where people can do their life's work. We are a learning machine. The mission is boss. Everyone has a voice.” — Jensen Huang See Careers History A timeline of innovation Investors Quarterly and historical results, resources Newsroom The latest NVIDIA news Careers Join our team close",2321,success
GOOGL,Alphabet,Technology,2016, https://about.google/company-info/,,,20160701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
GOOGL,Alphabet,Technology,2017, https://about.google/company-info/,,,20170701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
GOOGL,Alphabet,Technology,2018, https://about.google/company-info/,,,20180701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
GOOGL,Alphabet,Technology,2019, https://about.google/company-info/,,,20190701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
GOOGL,Alphabet,Technology,2020, https://about.google/company-info/,,,20200701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
GOOGL,Alphabet,Technology,2021, https://about.google/company-info/,,,20210701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
GOOGL,Alphabet,Technology,2022, https://about.google/company-info/,,,20220701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
GOOGL,Alphabet,Technology,2023, https://about.google/company-info/,,,20230701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
GOOGL,Alphabet,Technology,2024, https://about.google/company-info/,,,20240701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
META,Meta Platforms,Technology,2016,https://www.meta.com/about/company-info/?srsltid=AfmBOoqiAEpPdIKFLwX3h9JYC2ExS5EL5pxouj8K8NLL6h7rmTbqfUKR,,,20160701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
META,Meta Platforms,Technology,2017,https://www.meta.com/about/company-info/?srsltid=AfmBOoqiAEpPdIKFLwX3h9JYC2ExS5EL5pxouj8K8NLL6h7rmTbqfUKR,,,20170701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
META,Meta Platforms,Technology,2018,https://www.meta.com/about/company-info/?srsltid=AfmBOoqiAEpPdIKFLwX3h9JYC2ExS5EL5pxouj8K8NLL6h7rmTbqfUKR,,,20180701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
META,Meta Platforms,Technology,2019,https://www.meta.com/about/company-info/?srsltid=AfmBOoqiAEpPdIKFLwX3h9JYC2ExS5EL5pxouj8K8NLL6h7rmTbqfUKR,,,20190701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
META,Meta Platforms,Technology,2020,https://www.meta.com/about/company-info/?srsltid=AfmBOoqiAEpPdIKFLwX3h9JYC2ExS5EL5pxouj8K8NLL6h7rmTbqfUKR,,,20200701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
META,Meta Platforms,Technology,2021,https://www.meta.com/about/company-info/?srsltid=AfmBOoqiAEpPdIKFLwX3h9JYC2ExS5EL5pxouj8K8NLL6h7rmTbqfUKR,,,20210701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
META,Meta Platforms,Technology,2022,https://www.meta.com/about/company-info/?srsltid=AfmBOoqiAEpPdIKFLwX3h9JYC2ExS5EL5pxouj8K8NLL6h7rmTbqfUKR,,,20220701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
META,Meta Platforms,Technology,2023,https://www.meta.com/about/company-info/?srsltid=AfmBOoqiAEpPdIKFLwX3h9JYC2ExS5EL5pxouj8K8NLL6h7rmTbqfUKR,,,20230701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
META,Meta Platforms,Technology,2024,https://www.meta.com/about/company-info/?srsltid=AfmBOoqiAEpPdIKFLwX3h9JYC2ExS5EL5pxouj8K8NLL6h7rmTbqfUKR,,,20240701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
AVGO,Broadcom,Technology,2016,https://www.broadcom.com/company/about-us,,,20160701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
AVGO,Broadcom,Technology,2017,https://www.broadcom.com/company/about-us,20170712084805.0,http://web.archive.org/web/20170712084805/https://www.broadcom.com/company/about-us/,20170701,found,,200.0,"About Us Company About Us Print Share Page About Us In this section Company About Us (Current Page) Company History Executives Industry Standards Company About Us Company History Executives Industry Standards Broadcom Limited is a diversified global semiconductor leader built on 50 years of innovation, collaboration and engineering excellence. Broadcom’s extensive product portfolio serves multiple applications within four primary end markets: wired infrastructure, wireless communications, enterprise storage and industrial & others. Applications for our products in these end markets include: data center networking, home connectivity, broadband access, telecommunications equipment, smartphones and base stations, data center servers and storage, factory automation, power generation and alternative energy systems, and displays. Broadcom Limited combines global scale, engineering depth, broad product portfolio diversity and superior execution and operational focus to deliver category-leading connectivity products so its customers can build and grow successful businesses today and in the future. × Download Agreement Thank you for downloading Document has been expired / UnAuthorized access",1201,success
AVGO,Broadcom,Technology,2018,https://www.broadcom.com/company/about-us,,,20180701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
AVGO,Broadcom,Technology,2019,https://www.broadcom.com/company/about-us,,,20190701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
AVGO,Broadcom,Technology,2020,https://www.broadcom.com/company/about-us,20200702201159.0,http://web.archive.org/web/20200702201159/https://www.broadcom.com/company/about-us,20200701,found,,200.0,About Us,8,failed_or_too_short
AVGO,Broadcom,Technology,2021,https://www.broadcom.com/company/about-us,20210616142604.0,http://web.archive.org/web/20210616142604/https://www.broadcom.com/company/about-us,20210701,found,,200.0,About Us,8,failed_or_too_short
AVGO,Broadcom,Technology,2022,https://www.broadcom.com/company/about-us,,,20220701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
AVGO,Broadcom,Technology,2023,https://www.broadcom.com/company/about-us,,,20230701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
AVGO,Broadcom,Technology,2024,https://www.broadcom.com/company/about-us,20240702010308.0,http://web.archive.org/web/20240702010308/https://www.broadcom.com/company/about-us,20240701,found,,200.0,About Us,8,failed_or_too_short
CRM,Salesforce,Technology,2016,https://www.salesforce.com/company/our-values/,20251118175255.0,http://web.archive.org/web/20251118175255/https://www.salesforce.com/company/our-values/,20160701,found,,200.0,Our values guide every decision | Salesforce Skip to content Start building trust Read success stories See latest innovations Follow our journey Go net zero now,160,success
CRM,Salesforce,Technology,2017,https://www.salesforce.com/company/our-values/,,,20170701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
CRM,Salesforce,Technology,2018,https://www.salesforce.com/company/our-values/,,,20180701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
CRM,Salesforce,Technology,2019,https://www.salesforce.com/company/our-values/,20251118175255.0,http://web.archive.org/web/20251118175255/https://www.salesforce.com/company/our-values/,20190701,found,,200.0,Our values guide every decision | Salesforce Skip to content Start building trust Read success stories See latest innovations Follow our journey Go net zero now,160,success
CRM,Salesforce,Technology,2020,https://www.salesforce.com/company/our-values/,20251118175255.0,http://web.archive.org/web/20251118175255/https://www.salesforce.com/company/our-values/,20200701,found,,200.0,Our values guide every decision | Salesforce Skip to content Start building trust Read success stories See latest innovations Follow our journey Go net zero now,160,success
CRM,Salesforce,Technology,2021,https://www.salesforce.com/company/our-values/,,,20210701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
CRM,Salesforce,Technology,2022,https://www.salesforce.com/company/our-values/,,,20220701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
CRM,Salesforce,Technology,2023,https://www.salesforce.com/company/our-values/,,,20230701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
CRM,Salesforce,Technology,2024,https://www.salesforce.com/company/our-values/,,,20240701,missing,No closest snapshot found from Wayback Availability API,,,0,missing_snapshot
